17;107;
18;106;
19;105;
20;101;
21;99;
22;95;
23;93;
24;89;
25;85;
26;81;
27;77;
28;76;
29;75;
30;108,109,110;
31;102,103,104;
32;96,97,98;
33;90,91,92;
36;86,87,88;
37;78,79,80;
38;70;
