i_conformer,i_atom,charge
0,0,0.08408303389830513
0,1,-0.6774169661016949
0,2,0.11128303389830513
0,3,0.11928303389830514
0,4,-0.4207169661016949
0,5,0.11928303389830514
0,6,0.11128303389830513
0,7,-0.4434169661016949
0,8,0.49378303389830513
0,9,-0.14291696610169488
0,10,0.13408303389830512
0,11,-0.5081169661016949
0,12,0.037983033898305124
0,13,-0.31261696610169487
0,14,0.5676830338983051
0,15,-0.5091169661016949
0,16,0.23858303389830512
0,17,-0.08811696610169487
0,18,-0.3059169661016949
0,19,0.053083033898305126
0,20,-0.3002169661016949
0,21,0.19228303389830512
0,22,-0.42361696610169486
0,23,0.11268303389830513
0,24,-0.056716966101694875
0,25,-0.08511696610169486
0,26,0.14908303389830513
0,27,-0.4339169661016949
0,28,0.6450830338983051
0,29,-0.1531169661016949
0,30,-0.5790169661016948
0,31,-0.07471696610169487
0,32,-0.09011696610169487
0,33,0.14508303389830512
0,34,-0.6118169661016949
0,35,-0.12171696610169487
0,36,-0.10211696610169486
0,37,0.14408303389830512
0,38,-0.6278169661016949
0,39,-0.06651696610169487
0,40,-0.08911696610169487
0,41,-0.12121696610169487
0,42,-0.1680169661016949
0,43,-0.06801696610169487
0,44,-0.1854169661016949
0,45,-0.048916966101694874
0,46,0.6882830338983051
0,47,-0.6451169661016949
0,48,-0.43311696610169487
0,49,0.050583033898305124
0,50,0.10708303389830513
0,51,-0.5141169661016949
0,52,-0.08201696610169487
0,53,0.20808303389830513
0,54,-0.49111696610169486
0,55,-0.1773169661016949
0,56,-0.06781696610169487
0,57,0.2260830338983051
0,58,-0.3139169661016949
0,59,0.10268303389830513
0,60,0.10268303389830513
0,61,0.10268303389830513
0,62,0.4607830338983051
0,63,0.10068303389830513
0,64,0.10068303389830513
0,65,0.09218303389830514
0,66,0.09218303389830514
0,67,0.09218303389830514
0,68,0.09218303389830514
0,69,0.10068303389830513
0,70,0.10068303389830513
0,71,0.018783033898305126
0,72,0.44998303389830513
0,73,0.07201603389830513
0,74,0.07201603389830513
0,75,0.07201603389830513
0,76,0.18498303389830512
0,77,0.1449830338983051
0,78,0.054683033898305124
0,79,0.03601603389830513
0,80,0.03601603389830513
0,81,0.03601603389830513
0,82,0.07068303389830513
0,83,0.04435003389830512
0,84,0.04435003389830512
0,85,0.04435003389830512
0,86,0.09168303389830514
0,87,0.07968303389830513
0,88,0.07968303389830513
0,89,0.07968303389830513
0,90,0.06868303389830513
0,91,0.04268303389830513
0,92,0.04268303389830513
0,93,0.04268303389830513
0,94,0.055683033898305125
0,95,0.4139830338983051
0,96,0.06968303389830513
0,97,0.041350033898305126
0,98,0.041350033898305126
0,99,0.041350033898305126
0,100,0.09468303389830514
0,101,0.4069830338983051
0,102,0.055683033898305125
0,103,0.04435003389830512
0,104,0.04435003389830512
0,105,0.04435003389830512
0,106,0.13998303389830513
0,107,0.13398303389830513
0,108,0.13798303389830513
0,109,0.047350033898305124
0,110,0.047350033898305124
0,111,0.047350033898305124
0,112,0.34148303389830514
0,113,0.45398303389830513
0,114,0.44898303389830513
0,115,0.06668303389830513
0,116,0.06668303389830513
0,117,0.06668303389830513
1,0,0.07810002542372882
1,1,-0.6763999745762712
1,2,0.07230002542372882
1,3,0.14280002542372883
1,4,-0.39469997457627115
1,5,0.14280002542372883
1,6,0.07230002542372882
1,7,-0.5053999745762712
1,8,0.5158000254237288
1,9,-0.20789997457627118
1,10,0.1631000254237288
1,11,-0.5320999745762712
1,12,2.5423728820876466e-08
1,13,-0.32459997457627116
1,14,0.6067000254237288
1,15,-0.5300999745762712
1,16,0.24060002542372882
1,17,-0.13209997457627118
1,18,-0.30989997457627116
1,19,0.04010002542372882
1,20,-0.24219997457627118
1,21,0.19930002542372882
1,22,-0.42059997457627113
1,23,0.11070002542372882
1,24,-0.07069997457627118
1,25,-0.09409997457627119
1,26,0.17310002542372882
1,27,-0.45989997457627113
1,28,0.6311000254237288
1,29,-0.1520999745762712
1,30,-0.5429999745762712
1,31,-0.10369997457627118
1,32,-0.09309997457627119
1,33,0.16810002542372882
1,34,-0.5977999745762712
1,35,-0.09369997457627119
1,36,-0.09509997457627119
1,37,0.1631000254237288
1,38,-0.6047999745762712
1,39,-0.07149997457627118
1,40,-0.08309997457627118
1,41,-0.14319997457627118
1,42,-0.1599999745762712
1,43,-0.07699997457627118
1,44,-0.1803999745762712
1,45,-0.05889997457627118
1,46,0.6833000254237288
1,47,-0.5230999745762712
1,48,-0.46509997457627117
1,49,0.07260002542372881
1,50,0.06410002542372882
1,51,-0.5080999745762712
1,52,-0.05799997457627118
1,53,0.2201000254237288
1,54,-0.46309997457627117
1,55,-0.17929997457627117
1,56,-0.058799974576271175
1,57,0.23910002542372882
1,58,-0.31089997457627117
1,59,0.10203302542372882
1,60,0.10203302542372882
1,61,0.10203302542372882
1,62,0.4498000254237288
1,63,0.11470002542372881
1,64,0.11470002542372881
1,65,0.09720002542372881
1,66,0.09720002542372881
1,67,0.09720002542372881
1,68,0.09720002542372881
1,69,0.11470002542372881
1,70,0.11470002542372881
1,71,-0.004199974576271179
1,72,0.45900002542372886
1,73,0.07303302542372882
1,74,0.07303302542372882
1,75,0.07303302542372882
1,76,0.1770000254237288
1,77,0.15900002542372882
1,78,0.041700025423728825
1,79,0.03836702542372882
1,80,0.03836702542372882
1,81,0.03836702542372882
1,82,0.04670002542372882
1,83,0.04703302542372882
1,84,0.04703302542372882
1,85,0.04703302542372882
1,86,0.07470002542372882
1,87,0.07803302542372882
1,88,0.07803302542372882
1,89,0.07803302542372882
1,90,0.06070002542372882
1,91,0.043700025423728826
1,92,0.043700025423728826
1,93,0.043700025423728826
1,94,0.056700025423728824
1,95,0.42000002542372883
1,96,0.06670002542372881
1,97,0.041033025423728824
1,98,0.041033025423728824
1,99,0.041033025423728824
1,100,0.02970002542372882
1,101,0.40600002542372887
1,102,0.07670002542372882
1,103,0.03836702542372882
1,104,0.03836702542372882
1,105,0.03836702542372882
1,106,0.12600002542372882
1,107,0.1440000254237288
1,108,0.13500002542372883
1,109,0.056700025423728824
1,110,0.056700025423728824
1,111,0.056700025423728824
1,112,0.30450002542372884
1,113,0.45300002542372886
1,114,0.44300002542372885
1,115,0.06570002542372881
1,116,0.06570002542372881
1,117,0.06570002542372881
2,0,0.08811691525423726
2,1,-0.6773830847457627
2,2,0.08181691525423726
2,3,0.13331691525423725
2,4,-0.3716830847457627
2,5,0.13331691525423725
2,6,0.08181691525423726
2,7,-0.5273830847457627
2,8,0.5018169152542373
2,9,-0.16188308474576274
2,10,0.11211691525423727
2,11,-0.5700830847457627
2,12,0.041016915254237264
2,13,-0.31958308474576275
2,14,0.5897169152542373
2,15,-0.5590830847457627
2,16,0.25861691525423725
2,17,-0.09408308474576274
2,18,-0.35888308474576275
2,19,0.013116915254237261
2,20,-0.20418308474576274
2,21,0.19131691525423725
2,22,-0.42358308474576273
2,23,0.11071691525423727
