i_conformer,i_atom,charge
0,0,-0.3397795714285714
0,1,0.2538204285714286
0,2,-0.053279571428571426
0,3,-0.10727957142857143
0,4,-0.17527957142857145
0,5,-0.08097957142857143
0,6,0.2896204285714286
0,7,0.06272042857142858
0,8,-0.4667795714285714
0,9,0.6757204285714286
0,10,-0.12757957142857143
0,11,-0.08597957142857142
0,12,-0.16397957142857145
0,13,0.14192042857142856
0,14,-0.14897957142857143
0,15,-0.04227957142857142
0,16,0.17442042857142856
0,17,-0.3368795714285714
0,18,-0.07217957142857143
0,19,0.6452204285714286
0,20,-0.7159795714285714
0,21,0.43922042857142857
0,22,-0.9254795714285714
0,23,-0.09107957142857143
0,24,-0.13387957142857143
0,25,-0.6090795714285714
0,26,0.07632042857142858
0,27,-0.4877795714285714
0,28,0.12542042857142857
0,29,0.03362042857142857
0,30,0.16002042857142856
0,31,0.08372042857142857
0,32,0.08372042857142857
0,33,0.14602042857142855
0,34,0.15502042857142856
0,35,0.15902042857142856
0,36,0.08472042857142857
0,37,0.026120428571428572
0,38,0.4198204285714286
0,39,0.4198204285714286
0,40,0.05272042857142857
0,41,0.05272042857142857
0,42,0.05272042857142857
0,43,0.04805342857142857
0,44,0.04805342857142857
0,45,0.04805342857142857
0,46,0.06872042857142857
0,47,0.06872042857142857
0,48,0.06872042857142857
1,0,-0.34279995918367345
1,1,0.25580004081632657
1,2,-0.04429995918367346
1,3,-0.11029995918367345
1,4,-0.17729995918367347
1,5,-0.08999995918367346
1,6,0.3066000408163265
1,7,0.03370004081632654
1,8,-0.44779995918367343
1,9,0.6587000408163265
1,10,-0.12059995918367346
1,11,-0.07199995918367345
1,12,-0.16399995918367347
1,13,0.14390004081632654
1,14,-0.15999995918367346
1,15,-0.04529995918367346
1,16,0.18840004081632655
1,17,-0.33989995918367344
1,18,-0.07319995918367346
1,19,0.6452000408163265
1,20,-0.7169999591836734
1,21,0.44920004081632653
1,22,-0.9254999591836734
1,23,-0.12909995918367345
1,24,-0.13289995918367345
1,25,-0.5290999591836735
1,26,0.03630004081632654
1,27,-0.47579995918367346
1,28,0.11740004081632655
1,29,0.03460004081632654
1,30,0.16500004081632655
1,31,0.06270004081632655
1,32,0.06270004081632655
1,33,0.14800004081632653
1,34,0.15600004081632654
1,35,0.16100004081632655
1,36,0.08270004081632654
1,37,0.02910004081632654
1,38,0.41930004081632655
1,39,0.41930004081632655
1,40,0.06070004081632654
1,41,0.06070004081632654
1,42,0.06070004081632654
1,43,0.04603304081632654
1,44,0.04603304081632654
1,45,0.04603304081632654
1,46,0.06703304081632654
1,47,0.06703304081632654
1,48,0.06703304081632654
2,0,-0.33882044897959185
2,1,0.25577955102040817
2,2,-0.04132044897959185
2,3,-0.10632044897959185
2,4,-0.17932044897959182
2,5,-0.09202044897959184
2,6,0.28357955102040816
2,7,0.06767955102040815
2,8,-0.47182044897959186
2,9,0.6716795510204081
2,10,-0.12862044897959182
2,11,-0.07802044897959184
2,12,-0.16102044897959183
2,13,0.13687955102040816
2,14,-0.15902044897959183
2,15,-0.04932044897959184
2,16,0.17837955102040817
2,17,-0.3209204489795919
2,18,-0.07322044897959185
2,19,0.6591795510204081
2,20,-0.7120204489795918
2,21,0.46317955102040814
2,22,-0.9185204489795918
2,23,-0.10012044897959184
2,24,-0.13492044897959182
2,25,-0.5861204489795918
2,26,0.07827955102040815
2,27,-0.48482044897959187
2,28,0.11637955102040816
2,29,0.034579551020408154
2,30,0.14297955102040816
2,31,0.08167955102040815
2,32,0.08167955102040815
2,33,0.15197955102040817
2,34,0.15697955102040817
2,35,0.15897955102040817
2,36,0.05967955102040816
2,37,0.028079551020408156
2,38,0.41777955102040815
2,39,0.41777955102040815
2,40,0.05334655102040815
2,41,0.05334655102040815
2,42,0.05334655102040815
2,43,0.04367955102040816
2,44,0.04367955102040816
2,45,0.04367955102040816
2,46,0.06734655102040815
2,47,0.06734655102040815
2,48,0.06734655102040815
3,0,-0.34079995918367345
3,1,0.25380004081632657
3,2,-0.049299959183673456
3,3,-0.10829995918367345
3,4,-0.17829995918367345
3,5,-0.05299995918367346
3,6,0.28260004081632656
3,7,0.06570004081632654
3,8,-0.47479995918367346
3,9,0.6817000408163265
3,10,-0.11959995918367346
3,11,-0.08999995918367346
3,12,-0.16699995918367347
3,13,0.14390004081632654
3,14,-0.16699995918367347
3,15,-0.024299959183673458
3,16,0.19540004081632653
3,17,-0.33189995918367343
3,18,-0.07419995918367346
3,19,0.6212000408163265
3,20,-0.7139999591836734
3,21,0.4462000408163265
3,22,-0.9194999591836734
3,23,-0.11009995918367346
3,24,-0.13389995918367345
3,25,-0.6000999591836734
3,26,0.07730004081632653
3,27,-0.47979995918367346
3,28,0.12140004081632653
3,29,0.03360004081632654
3,30,0.17200004081632653
3,31,0.08270004081632654
3,32,0.08270004081632654
3,33,0.14800004081632653
3,34,0.15600004081632654
3,35,0.15500004081632654
3,36,0.04270004081632654
3,37,0.02710004081632654
3,38,0.40980004081632654
3,39,0.40980004081632654
3,40,0.06103304081632654
3,41,0.06103304081632654
3,42,0.06103304081632654
3,43,0.04603304081632654
3,44,0.04603304081632654
3,45,0.04603304081632654
3,46,0.06870004081632654
3,47,0.06870004081632654
3,48,0.06870004081632654
4,0,-0.34482038775510204
4,1,0.2587796122448979
4,2,-0.03932038775510204
4,3,-0.11132038775510204
4,4,-0.18132038775510204
4,5,-0.05502038775510204
4,6,0.31457961224489794
4,7,0.07767961224489796
4,8,-0.46782038775510204
4,9,0.6636796122448979
4,10,-0.13862038775510205
4,11,-0.07302038775510204
4,12,-0.16502038775510205
4,13,0.14087961224489795
4,14,-0.16002038775510205
4,15,-0.03232038775510204
4,16,0.17037961224489795
4,17,-0.32492038775510207
4,18,-0.10122038775510205
4,19,0.641179612244898
4,20,-0.722020387755102
4,21,0.45617961224489795
4,22,-0.926520387755102
4,23,-0.10912038775510205
4,24,-0.13492038775510204
4,25,-0.579120387755102
4,26,0.06927961224489795
4,27,-0.46982038775510204
4,28,0.12237961224489795
4,29,0.03457961224489796
4,30,0.17097961224489797
4,31,0.05817961224489796
4,32,0.05817961224489796
4,33,0.15597961224489795
4,34,0.15597961224489795
4,35,0.15897961224489796
4,36,0.07267961224489795
4,37,0.02807961224489796
4,38,0.41727961224489796
4,39,0.41727961224489796
4,40,0.05101261224489796
4,41,0.05101261224489796
4,42,0.05101261224489796
4,43,0.04567961224489796
4,44,0.04567961224489796
4,45,0.04567961224489796
4,46,0.06767961224489795
4,47,0.06767961224489795
4,48,0.06767961224489795
5,0,-0.33884085714285717
5,1,0.25575914285714285
5,2,-0.04134085714285715
5,3,-0.10534085714285715
5,4,-0.17934085714285714
5,5,-0.09204085714285715
5,6,0.2835591428571429
5,7,0.06765914285714285
5,8,-0.4718408571428572
5,9,0.6716591428571428
5,10,-0.12864085714285714
5,11,-0.07804085714285715
5,12,-0.16104085714285715
5,13,0.13685914285714285
5,14,-0.15904085714285715
5,15,-0.049340857142857145
5,16,0.17835914285714285
5,17,-0.32094085714285714
5,18,-0.07324085714285715
5,19,0.6591591428571428
5,20,-0.7120408571428571
5,21,0.4631591428571429
5,22,-0.9185408571428572
5,23,-0.10014085714285714
5,24,-0.13494085714285714
5,25,-0.5861408571428571
5,26,0.07825914285714285
5,27,-0.4848408571428572
5,28,0.11635914285714286
5,29,0.03455914285714285
5,30,0.14295914285714284
5,31,0.08165914285714285
5,32,0.08165914285714285
5,33,0.15195914285714285
5,34,0.15695914285714285
5,35,0.15895914285714285
5,36,0.059659142857142855
5,37,0.028059142857142852
5,38,0.4177591428571429
5,39,0.4177591428571429
5,40,0.05332614285714285
5,41,0.05332614285714285
5,42,0.05332614285714285
5,43,0.043659142857142855
5,44,0.043659142857142855
5,45,0.043659142857142855
5,46,0.06732614285714285
5,47,0.06732614285714285
5,48,0.06732614285714285
6,0,-0.34982038775510205
6,1,0.2577796122448979
6,2,-0.06132038775510204
6,3,-0.07232038775510205
6,4,-0.16932038775510205
6,5,-0.07602038775510205
6,6,0.30357961224489793
6,7,0.09067961224489796
6,8,-0.49782038775510207
6,9,0.6816796122448979
6,10,-0.11862038775510204
6,11,-0.08202038775510205
6,12,-0.15902038775510205
6,13,0.13787961224489795
6,14,-0.16802038775510206
6,15,-0.03932038775510204
6,16,0.19437961224489794
6,17,-0.336920387755102
6,18,-0.08722038775510205
6,19,0.659179612244898
6,20,-0.719020387755102
6,21,0.47117961224489796
6,22,-0.930520387755102
6,23,-0.12212038775510205
6,24,-0.13592038775510204
6,25,-0.5581203877551021
6,26,0.08227961224489795
6,27,-0.48282038775510205
6,28,0.12337961224489795
6,29,0.03557961224489796
6,30,0.14697961224489794
6,31,0.05017961224489796
6,32,0.05017961224489796
6,33,0.15497961224489795
6,34,0.15697961224489795
6,35,0.15097961224489795
6,36,0.07067961224489795
6,37,0.029079612244897957
6,38,0.42177961224489796
6,39,0.42177961224489796
6,40,0.04934661224489796
6,41,0.04934661224489796
6,42,0.04934661224489796
6,43,0.04201261224489796
6,44,0.04201261224489796
6,45,0.04201261224489796
6,46,0.06701261224489795
6,47,0.06701261224489795
6,48,0.06701261224489795
7,0,-0.3387795918367347
7,1,0.25382040816326534
7,2,-0.05027959183673469
7,3,-0.10327959183673469
7,4,-0.19127959183673468
7,5,-0.04897959183673469
7,6,0.28062040816326533
7,7,0.06972040816326532
7,8,-0.4777795918367347
7,9,0.6747204081632653
7,10,-0.13557959183673468
7,11,-0.08597959183673468
7,12,-0.1679795918367347
7,13,0.13992040816326531
7,14,-0.15397959183673468
7,15,-0.02627959183673469
7,16,0.1634204081632653
7,17,-0.33687959183673466
7,18,-0.09817959183673468
7,19,0.6542204081632653
7,20,-0.7209795918367347
7,21,0.4622204081632653
7,22,-0.9324795918367347
7,23,-0.10407959183673468
7,24,-0.13487959183673467
7,25,-0.5950795918367346
7,26,0.07532040816326532
7,27,-0.4797795918367347
7,28,0.12142040816326531
7,29,0.03362040816326531
7,30,0.15402040816326532
7,31,0.08272040816326531
7,32,0.08272040816326531
7,33,0.1470204081632653
7,34,0.15502040816326532
7,35,0.16102040816326532
7,36,0.09972040816326531
7,37,0.02812040816326531
7,38,0.4238204081632653
7,39,0.4238204081632653
7,40,0.05072040816326531
7,41,0.05072040816326531
7,42,0.05072040816326531
7,43,0.04572040816326531
7,44,0.04572040816326531
7,45,0.04572040816326531
7,46,0.06872040816326531
7,47,0.06872040816326531
7,48,0.06872040816326531
8,0,-0.3397795714285714
8,1,0.2538204285714286
8,2,-0.053279571428571426
8,3,-0.10727957142857143
8,4,-0.17527957142857145
8,5,-0.08097957142857143
8,6,0.2896204285714286
8,7,0.06272042857142858
8,8,-0.4667795714285714
8,9,0.6757204285714286
8,10,-0.12757957142857143
8,11,-0.08597957142857142
8,12,-0.16397957142857145
8,13,0.14192042857142856
8,14,-0.14897957142857143
8,15,-0.04227957142857142
8,16,0.17442042857142856
8,17,-0.3368795714285714
8,18,-0.07217957142857143
8,19,0.6452204285714286
8,20,-0.7159795714285714
8,21,0.43922042857142857
8,22,-0.9254795714285714
8,23,-0.09107957142857143
8,24,-0.13387957142857143
8,25,-0.6090795714285714
8,26,0.07632042857142858
8,27,-0.4877795714285714
8,28,0.12542042857142857
8,29,0.03362042857142857
8,30,0.16002042857142856
8,31,0.08372042857142857
8,32,0.08372042857142857
8,33,0.14602042857142855
8,34,0.15502042857142856
8,35,0.15902042857142856
8,36,0.08472042857142857
8,37,0.026120428571428572
8,38,0.4198204285714286
8,39,0.4198204285714286
8,40,0.05272042857142857
8,41,0.05272042857142857
8,42,0.05272042857142857
8,43,0.04805342857142857
8,44,0.04805342857142857
8,45,0.04805342857142857
8,46,0.06872042857142857
8,47,0.06872042857142857
8,48,0.06872042857142857
9,0,-0.34482038775510204
9,1,0.2587796122448979
9,2,-0.03932038775510204
9,3,-0.11132038775510204
9,4,-0.18132038775510204
9,5,-0.05502038775510204
9,6,0.31457961224489794
9,7,0.07767961224489796
9,8,-0.46782038775510204
9,9,0.6636796122448979
9,10,-0.13862038775510205
9,11,-0.07302038775510204
9,12,-0.16502038775510205
9,13,0.14087961224489795
9,14,-0.16002038775510205
9,15,-0.03232038775510204
9,16,0.17037961224489795
9,17,-0.32492038775510207
9,18,-0.10122038775510205
9,19,0.641179612244898
9,20,-0.722020387755102
9,21,0.45617961224489795
9,22,-0.926520387755102
