i_conformer,i_atom,charge
0,0,-0.10110743703703705
0,1,0.15309256296296295
0,2,-0.07920743703703706
0,3,-0.14120743703703706
0,4,-0.14500743703703706
0,5,-0.09900743703703706
0,6,-0.18920743703703707
0,7,0.17929256296296292
0,8,-0.09570743703703705
0,9,-0.07540743703703705
0,10,-0.051707437037037056
0,11,0.13809256296296293
0,12,0.10909256296296295
0,13,0.13309256296296293
0,14,-0.17440743703703707
0,15,0.6340925629629629
0,16,-0.5470074370370371
0,17,-0.43890743703703705
0,18,-0.6078074370370371
0,19,-0.435607437037037
0,20,0.09669256296296294
0,21,-0.40160743703703705
0,22,0.30189256296296296
0,23,0.10909256296296295
0,24,0.10549256296296294
0,25,0.11409256296296294
0,26,0.13009256296296293
0,27,-0.430607437037037
0,28,-0.09810743703703706
0,29,-0.44260743703703703
0,30,0.33989256296296294
0,31,-0.10140743703703706
0,32,0.12879256296296293
0,33,0.08209256296296295
0,34,0.15509256296296292
0,35,-0.494607437037037
0,36,-0.09610743703703706
0,37,-0.5838074370370371
0,38,-0.12810743703703706
0,39,-0.5918074370370371
0,40,-0.6594074370370371
0,41,0.07809256296296295
0,42,0.07809256296296295
0,43,-0.6318074370370371
0,44,-0.19840743703703706
0,45,0.5908925629629629
0,46,-0.5691074370370371
0,47,-0.09910743703703705
0,48,-0.435607437037037
0,49,0.323892562962963
0,50,-0.11240743703703705
0,51,-0.08740743703703706
0,52,0.08949256296296294
0,53,0.14409256296296294
0,54,-0.435607437037037
0,55,-0.12810743703703706
0,56,-0.6774074370370371
0,57,0.07809256296296295
0,58,0.07809256296296295
0,59,0.05669256296296295
0,60,0.05669256296296295
0,61,0.05669256296296295
0,62,0.08569256296296295
0,63,0.055192562962962946
0,64,0.055192562962962946
0,65,0.13499256296296294
0,66,0.13899256296296295
0,67,0.13299256296296294
0,68,0.13499256296296294
0,69,0.06369256296296295
0,70,0.07769256296296295
0,71,0.05669256296296295
0,72,0.05669256296296295
0,73,0.07669256296296295
0,74,0.07969256296296294
0,75,0.08369256296296294
0,76,0.06569256296296294
0,77,0.09819256296296294
0,78,0.09819256296296294
0,79,0.41899256296296294
0,80,0.04869256296296295
0,81,0.04869256296296295
0,82,0.04869256296296295
0,83,0.11069256296296295
0,84,0.08169256296296294
