0;17;108;
1;18;107;
2;19;106;
3;20;102;
4;21;100;
5;22;96;
6;23;94;
7;24;90;
8;25;86;
9;26;82;
10;27;78;
11;28;77;
12;29;76;
13;30;109,110,111;
14;31;105,103,104;
15;32;97,98,99;
16;33;91,92,93;
17;36;89,87,88;
18;37;81,79,80;
19;38;71;
