#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    39726    0.993    1.332    0.420    37330    2.808
       1      248    0.006    1.476    0.525    37617    3.110
       2       21    0.001    1.375    0.400    21714    2.848
       3        3    0.000    1.241    0.525    17097    3.041
       4        3    0.000    0.656    0.091    19855    2.718
