#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    39967    0.999    1.191    0.373    11809    2.424
       1       21    0.001    0.740    0.234    25884    2.518
       2        7    0.000    1.105    0.337    30249    2.843
       3        5    0.000    0.627    0.105    39993    2.808
       4        1    0.000    0.000    0.000     3842    2.170
