#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    28930    0.723    2.046    0.781    18825    3.204
       1    10571    0.264    1.671    0.589    34465    2.895
       2      495    0.012    1.874    0.623    11339    3.388
       3        4    0.000    1.469    0.630    22278    3.105
       4        1    0.000    0.000    0.000    21114    2.944
