#Cluster   Frames     Frac  AvgDist    Stdev Centroid AvgCDist
       0    25069    0.627    1.577    0.458    12789    2.608
       1     8999    0.225    1.529    0.489     1192    2.816
       2     3554    0.089    1.302    0.433     4854    3.045
       3     1259    0.031    1.782    0.594     8758    3.139
       4     1120    0.028    1.497    0.477     7380    2.976
