1';91;
1'';109;
10;70;
11;68;
12Me;65,66,67;
13;58;
2;124;
2''A;116,117;# only in Ref.
2''B;116,117;# only in Ref.
2Me;125,126,127;
3;108;
3';98;
3''Me;118,119,120;
3''OMe;113,114,115;
4;107;
4'';111;
4Me;128,129,130;
5;90;
5';92;
5'';110;
5''Me;121,122,123;
6Me;87,88,89;
7B;84,85;
8;80;
8Me;81,82,83;
16A;71,72;# not clear from the paper
16B;71,72;# not clear from the paper
17;73,74;
