,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,24,23,7.49,2.87,2.87e-06,0.99,3.9,[65],"[57, 58, 59]",6.0,3.6411076166239376,3.5900407613626166,3.6520747363824366,3.649409118728237,3.656490617441535,3.660903153581029,mixed
1,2,16',21,4.7,1.26,2.156e-05,0.99,2.71,[55],"[51, 52, 53]",5.0,4.016727251640334,4.0000094339397165,4.175999097960642,3.989927615001496,4.103793421205302,3.863670685266119,mixed
2,3,7',19,2.01,3.32,1.429e-05,0.99,2.9,[38],"[34, 35, 36]",5.0,2.7383539948714675,2.7484486864639046,2.7193701745767824,2.737275853161367,2.744554058574896,2.742794873958483,extracyclic
3,4,10',20,1.52,2.94,1.391e-05,0.99,2.92,[44],"[48, 49, 47]",5.0,2.7495198854566416,2.7809239032190676,2.7900489841318703,2.746002721533933,2.7027849458193254,2.7342950166466853,mixed
4,5,6,7',3.51,2.01,3.089e-05,0.94,2.55,[37],[38],3.0,2.5591379927134033,2.5715246386919297,2.546876627427933,2.557455355869513,2.5617304899204645,2.5585318277167652,extracyclic
5,6,7',8'',2.01,1.23,5.525e-05,0.99,2.32,[38],[41],3.0,2.560575884920258,2.5744956860940897,2.5494767365467226,2.560219642455614,2.5596182388982247,2.559503530450471,extracyclic
6,7,7'',8'',1.7,1.23,3.11e-05,0.97,2.55,[39],[41],3.0,2.4739680609315364,2.4706780276985447,2.4768867420902376,2.474738415220469,2.4737156496321906,2.473849800661087,extracyclic
7,8,10'',11',2.17,3.16,2.379e-05,0.96,2.67,[43],[46],3.0,2.4930835280504424,2.525352042117696,2.524216138557427,2.485231799111957,2.4487958517303063,2.487570839028071,macrocycle
8,9,10',11',1.52,3.16,1.732e-05,0.96,2.81,[44],[46],3.0,2.4781000960948094,2.477940085829303,2.460098927688094,2.4795327813480914,2.4787004813152484,2.495099100086336,macrocycle
