,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
31,32,21,32,3.82,0.97,8.3e-06,0.99,3.28,[100],"[97, 98, 99]",4.0,3.9944194825275754,3.994300931229512,3.994809852540731,3.9933053867193036,3.9937672420110153,3.995917571768524,mixed
32,33,23,32,3.11,0.97,3.3e-05,0.99,2.61,[94],"[97, 98, 99]",4.0,2.8455149236883823,2.8457191128851584,2.842835505954244,2.848985376655337,2.845317787269976,2.8447412904352474,mixed
33,34,24,32,1.39,0.97,2e-06,0.99,4.14,[90],"[97, 98, 99]",5.0,4.738737697694157,4.7227054190472515,4.744174335563283,4.737952218240947,4.741787259953025,4.747344349038627,mixed
34,35,25,32,5.08,0.97,1.8e-06,0.99,4.25,[86],"[97, 98, 99]",6.0,5.339613790688884,5.337054791161763,5.335774993122964,5.34162544832564,5.343182262169336,5.340456882077069,mixed
35,36,18,33,6.95,0.61,5.8e-06,0.99,3.48,[107],"[91, 92, 93]",9.0,4.393571380899669,4.297713054894846,4.285275055620196,4.566051428568202,4.542383279294536,4.334645108559724,mixed
36,37,20,33,2.39,0.61,7e-07,0.99,4.96,[102],"[91, 92, 93]",7.0,5.292685234370121,5.28790198264764,5.286670175921211,5.3065674050496945,5.292648413854183,5.2898093918446945,mixed
37,38,22,33,1.87,0.61,6.67e-05,0.99,2.32,[96],"[91, 92, 93]",5.0,2.5606182046689345,2.5610117417525964,2.5594896107493743,2.561316559088546,2.5592090835524415,2.5620722525455673,mixed
38,39,23,33,3.11,0.61,3.21e-05,0.99,2.62,[94],"[91, 92, 93]",4.0,3.0295897245094965,3.0269348973951016,3.032141763959136,3.0284379014875853,3.0336629804197064,3.026816289491161,mixed
39,40,25,33,5.08,0.61,7.4e-06,0.99,3.34,[86],"[91, 92, 93]",4.0,3.9635754882350325,3.96132233756552,3.9633696686082374,3.963699606020949,3.965160895138008,3.9643321971365983,mixed
40,41,26,33,1.21,0.61,7.47e-05,0.99,2.27,[82],"[91, 92, 93]",5.0,2.601476477823203,2.6078335469903218,2.601131799766642,2.5991100091003654,2.5950846982357345,2.6043504735152063,mixed
41,42,27,33,3.46,0.61,5.2e-06,0.98,3.54,[78],"[91, 92, 93]",6.0,4.434170273601412,4.465852924549913,4.432265071567061,4.410321863200352,4.446235671534453,4.4177408658812585,mixed
42,43,23,36,3.11,2.1,4.7e-06,0.99,3.61,[94],"[87, 88, 89]",7.0,3.7882720764371753,3.790080264941229,3.79384514703827,3.784461393404866,3.7757191951675595,3.7975249019090547,mixed
43,44,25,36,5.08,2.1,2.5e-06,0.98,4.0,[86],"[87, 88, 89]",5.0,4.345960959654295,4.347612030257063,4.345099324507844,4.34565486490306,4.346383952695485,4.34505829339395,mixed
44,45,27,36,3.46,2.1,9.1e-06,0.99,3.23,[78],"[87, 88, 89]",7.0,3.531591451039035,3.5449522833178038,3.5206494543539364,3.534459464374369,3.528897522516597,3.5293138107669533,mixed
45,46,29,36,6.36,2.1,1e-06,0.99,4.68,[76],"[87, 88, 89]",9.0,5.174527537045675,5.198034047410726,5.169844559879597,5.168696931458715,5.174184288906058,5.162385479451073,mixed
46,47,25,37,5.08,3.04,5.2e-06,0.98,3.54,[86],"[79, 80, 81]",6.0,3.9707670296865265,3.951874189918497,3.9800721775409196,3.9751414894841277,3.9693116588930293,3.9778933718263465,mixed
47,48,26,37,1.21,3.04,1.2e-06,0.98,4.56,[82],"[79, 80, 81]",5.0,4.76573288901138,4.6441499012335195,4.826075206375858,4.757838840390779,4.803910508078415,4.813652031752843,mixed
48,49,27,37,3.46,3.04,5.47e-05,0.99,2.39,[78],"[79, 80, 81]",4.0,2.5977031164888773,2.598636443830241,2.5987427065028457,2.596852772717927,2.5965450755548374,2.597743997336575,mixed
49,50,28,37,5.13,3.04,8.9e-06,0.98,3.24,[77],"[79, 80, 81]",5.0,3.484531288909391,3.4635283462904742,3.4839170669087953,3.4911034270202923,3.5022274836113803,3.482687721229014,mixed
50,51,29,37,6.36,3.04,1.22e-05,0.99,3.07,[76],"[79, 80, 81]",6.0,3.374705693249973,3.3811313726147914,3.3877050030596005,3.3573651317163824,3.3523593307114496,3.3965118579239464,mixed
