,restraint_number,atom_type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,NHCH,21,24,7.61,4.54,4.7549e-05,0.99,2.47,[48],[49],4.0,2.561054118193398,2.4585564780619023,2.552999925148138,2.5880867141307955,2.641692498743151,2.590364465122753,extracyclic
1,2,NHCH,21,15',7.61,4.51,3.114e-05,0.99,2.65,[48],[45],4.0,2.7581205160203077,2.790330394541,2.751756747503104,2.7520666875220416,2.7660439039250355,2.7326996097983254,mixed
2,3,NHCH,21,16,7.61,4.88,1.1052e-05,0.99,3.15,[48],[47],3.0,2.9313495769027287,2.9539087536214677,2.9281136974957396,2.9356628159828686,2.9126501490854655,2.9274851167172096,mixed
3,4,NHCH,12,11,7.27,4.69,2.3529e-05,0.99,2.78,[59],[36],3.0,2.449625655489329,2.384323081135394,2.434063027215289,2.462476432557607,2.5412849962420285,2.444063353637642,macrocycle
4,5,NHCH,12,16,7.27,4.69,2.8539e-05,0.99,2.69,[59],[47],4.0,2.677441864380869,2.7835664606550052,2.703612149110856,2.6704010937226315,2.5760172335873346,2.6828133637909293,macrocycle
5,6,NHCH,12,15'',7.27,4.88,1.0221e-05,0.99,3.19,[59],[46],5.0,3.5233357171974227,3.593640327589556,3.6541212406047845,3.5033134453597707,3.4033982078550755,3.4990027099769856,macrocycle
6,7,CHCH,16,15',4.88,4.51,1.7588e-05,0.95,2.91,[47],[45],3.0,2.6005693948808206,2.5467491415433,2.5924961400040374,2.6031731737912693,2.6803860590969504,2.5922753879722005,macrocycle
