,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4
0,1,24,23,7.49,2.87,2.87e-06,0.99,3.9,[65],"[57, 58, 59]",6.0,3.672853466622674,3.664853386338552,3.7054103758411023,3.63642636329173,3.71262714661788,3.649299604760665
1,2,16',21,4.7,1.26,2.156e-05,0.99,2.71,[56],"[51, 52, 53]",5.0,2.655502139335187,2.6529594521450073,2.68628886945757,2.6439426552063523,2.6660625743097643,2.6306366309699363
2,3,7',19,2.01,3.32,1.429e-05,0.99,2.9,[38],"[34, 35, 36]",5.0,2.7381581675314797,2.7335351629668296,2.740973245811505,2.7445741365455794,2.7318356524252376,2.7400183020649993
3,4,10',20,1.52,2.94,1.391e-05,0.99,2.92,[44],"[48, 49, 47]",5.0,2.7879113197071304,2.7679530380959654,2.768961419881142,2.80175857027189,2.8241767182568074,2.7795962739065927
4,5,6,7',3.51,2.01,3.089e-05,0.94,2.55,[37],[38],3.0,2.531813431179663,2.5296234929479153,2.5297081497391143,2.535465329587449,2.529938188447362,2.5343770786574273
5,6,7',8'',2.01,1.23,5.525e-05,0.99,2.32,[38],[41],3.0,2.5061562807769495,2.501493411446148,2.5047275186849935,2.509796382919477,2.5038146536257075,2.5110420833223857
6,7,7'',8'',1.7,1.23,3.11e-05,0.97,2.55,[39],[41],3.0,2.439417561515093,2.4411795225817094,2.4398740728037596,2.4388363695088597,2.4402170531081864,2.4369953754572764
7,8,10'',11',2.17,3.16,2.379e-05,0.96,2.67,[43],[46],3.0,2.486645796264699,2.475027905148246,2.5026635839533466,2.4978019529102196,2.503105175908744,2.457002732686169
8,9,10',11',1.52,3.16,1.732e-05,0.96,2.81,[44],[46],3.0,2.738276768723482,2.7940978904918277,2.775017502313741,2.7870031591529343,2.691322545283273,2.6630336773540875
