,restraint_number,type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,CHCH3,16,23,7.29,1.79,7.17984e-05,0.99,2.47,[35],"[40, 41, 42]",5.0,2.6402573481518994,2.6420503904631976,2.64214395556745,2.640125585521994,2.637998765635195,2.6389859533992963,mixed
1,2,CHCH2,20,9',7.21,4.36,3.22055e-05,0.96,2.83,[33],[32],6.0,4.563123983211073,4.566694859777158,4.570394797696567,4.55992739740371,4.559114623181616,4.55956830296865,mixed
2,3,CHCH2,20,9'',7.21,4.45,4.90079e-05,0.98,2.64,[33],[31],6.0,4.837810513849657,4.841228402189196,4.847564768090826,4.835731312830323,4.829400310999849,4.835263916733877,mixed
3,4,CHCH3,20,11,7.21,3.13,1.11725e-06,0.97,4.95,[33],"[43, 44, 45]",6.0,2.7402017466213384,2.7372173819263934,2.741018439798541,2.74286623407702,2.7366523133823866,2.7433040724086255,mixed
4,5,CHCH2,31,9'',6.86,4.45,3.97831e-05,0.99,2.73,[30],[31],6.0,2.599236326124389,2.607277344686781,2.5957790095585835,2.600884262810947,2.5894566725006056,2.6030399914758884,macrocycle
5,6,CHCH3,31,11,6.86,3.13,4.74948e-06,0.97,3.89,[30],"[43, 44, 45]",8.0,3.8015761015986422,3.7497181763245986,3.7877043435913373,3.7815307880621942,3.9045621407095337,3.796610865656615,mixed
6,7,CHCH,31,21,6.86,5.73,0.000145559,0.99,2.2,[30],[36],5.0,2.129457618264489,2.1357547580196345,2.1308454860411055,2.129108705022527,2.1217598024918822,2.129986165291045,macrocycle
7,8,CHCH3,21,23,5.73,1.79,7.97246e-05,0.98,2.43,[36],"[40, 41, 42]",3.0,2.5203969057997773,2.5197332072832497,2.52104320952985,2.51971843158043,2.520261606875011,2.521230895675375,mixed
8,9,CHCH3,9',11,4.36,3.13,1.69377e-05,0.98,3.15,[32],"[43, 44, 45]",4.0,3.021428539981928,3.020167825670845,3.0253396024370844,3.0189761278893017,3.019223211295208,3.023472893570153,mixed
