,restraint_number,atom_type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
23,24,CH2CH2,25',21'',3.21,1.36,2.879e-05,0.97,2.68,[54],[78],8.0,3.8570797844683202,3.919091945911905,3.7503402392106238,3.8735420708080643,3.872159734446155,3.8859507372734816,macrocycle
24,25,CH2CH2,25'',20'',3.21,1.66,5.752e-05,0.99,2.39,[55],[80],9.0,2.4663885197417894,2.5038775740938943,2.461933346896346,2.454606565683136,2.457574430859365,2.4563506235052186,macrocycle
25,26,CH2CH2,20'',21'',1.66,1.36,6.459e-05,0.99,2.34,[80],[77],3.0,2.553078653539909,2.549690625672352,2.5584557742059966,2.552651604161394,2.5516604668083693,2.552993025984336,macrocycle
25,26,CH2CH2,20'',21'',1.66,1.36,6.459e-05,0.99,2.34,[80],[78],3.0,3.036271581613362,3.0423859842693846,3.001526636661031,3.048166044483491,3.0522303665300337,3.038986299604666,macrocycle
26,27,CH2CH3,29'',33,3.57,2.65,7.15e-06,0.98,3.38,[73],"[64, 65, 63]",7.0,3.484144856167811,3.645790521908816,3.383715019540918,3.527685790286638,3.2661303083181092,3.748690848495489,mixed
27,28,CH2CH3,25',30,3.21,0.52,1.086e-05,0.96,3.15,[54],"[57, 58, 59]",4.0,2.836727761996393,2.8272120272891934,2.8361446642817496,2.840071850667129,2.841400699917944,2.8389694813813096,mixed
28,29,CH3CH,33,26,2.65,1.88,5.19e-06,0.99,3.56,"[64, 65, 63]",[56],6.0,3.383414834109313,3.329136132417094,3.4089372322883578,3.426096273743493,3.4920201244580173,3.287960878831157,mixed
29,30,CH2CH3,21'',30,1.36,0.52,2.18e-06,0.99,4.12,[77],"[57, 58, 59]",8.0,3.82309814945045,3.854932895381069,3.8495259402094906,3.8077347251917475,3.8046312681364904,3.801182503067052,mixed
29,30,CH2CH3,21'',30,1.36,0.52,2.18e-06,0.99,4.12,[78],"[57, 58, 59]",8.0,5.645848981110179,5.641390520287992,5.665122884262283,5.643873636480202,5.637557703393508,5.641597156130068,mixed
30,31,CH2CH3,31'',33,2.91,2.65,3.17e-05,0.97,2.64,[61],"[64, 65, 63]",4.0,3.120016567940356,3.139751067365997,3.226784207576699,2.949527267947744,3.2793076058045574,3.081566798932969,extracyclic
31,32,CH2CH3,31'',30,2.91,0.52,5.861e-05,0.99,2.38,[61],"[57, 58, 59]",5.0,2.7569608458908683,2.7341456610363,2.7846415736903736,2.7418759771803662,2.8079253646595124,2.7228045446435782,mixed
32,33,CH2CH3,31',30,2.76,0.52,3.922e-05,0.99,2.54,[62],"[57, 58, 59]",5.0,3.0246498430715354,3.1157764083028865,2.9495778725647726,3.066340490322365,2.89649341867885,3.1507810721961733,mixed
