,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
31,32,21,32,3.82,0.97,8.3e-06,0.99,3.28,[100],"[97, 98, 99]",4.0,3.8239408144939935,3.905738672473453,3.875464219613475,3.7355538553256635,3.7720964066293665,3.8497529355678033,mixed
32,33,23,32,3.11,0.97,3.3e-05,0.99,2.61,[94],"[97, 98, 99]",4.0,2.7416005568754978,2.748493706059148,2.7481611748696184,2.731827130308942,2.7383063414540194,2.741466319321111,mixed
33,34,24,32,1.39,0.97,2e-06,0.99,4.14,[90],"[97, 98, 99]",5.0,4.178093062769977,4.5570999025937775,3.9340559073445207,4.091929683488506,4.080494842140154,4.449378088087421,mixed
34,35,25,32,5.08,0.97,1.8e-06,0.99,4.25,[86],"[97, 98, 99]",6.0,4.9921004275244005,5.0852837928524375,5.090384850779986,4.989141183862246,4.9472964352747875,4.872735343700539,mixed
35,36,18,33,6.95,0.61,5.8e-06,0.99,3.48,[107],"[91, 92, 93]",9.0,5.347947781861739,5.729275506297103,5.535377148875984,4.995389654479146,5.284687640865958,5.398007373938518,mixed
36,37,20,33,2.39,0.61,7e-07,0.99,4.96,[102],"[91, 92, 93]",7.0,5.0227126532233415,5.074431209210943,5.064721397333053,5.005752270422401,5.023055414561314,4.952399859662627,mixed
37,38,22,33,1.87,0.61,6.67e-05,0.99,2.32,[96],"[91, 92, 93]",5.0,2.5674710913109418,2.5623660989667716,2.583261933169179,2.550602963353607,2.5672510915112805,2.574709231945796,mixed
38,39,23,33,3.11,0.61,3.21e-05,0.99,2.62,[94],"[91, 92, 93]",4.0,2.885924297490024,2.8597527701428858,2.859280197935887,2.9317345570009516,2.879769737853788,2.9036815796481075,mixed
39,40,25,33,5.08,0.61,7.4e-06,0.99,3.34,[86],"[91, 92, 93]",4.0,3.520742275012831,3.847245041512351,3.741680898100448,3.1543684374536913,3.534224104092395,3.648245715480897,mixed
40,41,26,33,1.21,0.61,7.47e-05,0.99,2.27,[82],"[91, 92, 93]",5.0,3.4243102092775897,3.861346060955395,3.6379181746669627,3.1480601503029515,3.3690922399654157,3.3916782709695155,mixed
