,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
31,32,21,32,3.82,0.97,8.3e-06,0.99,3.28,[100],"[97, 98, 99]",4.0,3.897141967940128,3.9015797804092234,3.916026925298196,3.90690801373573,3.8641681247212696,3.8984463796748585,mixed
32,33,23,32,3.11,0.97,3.3e-05,0.99,2.61,[94],"[97, 98, 99]",4.0,2.654631724961685,2.6581564817552206,2.6797698338096865,2.645232792568307,2.638808865284155,2.652478650248838,mixed
33,34,24,32,1.39,0.97,2e-06,0.99,4.14,[90],"[97, 98, 99]",5.0,3.9294787660591943,3.5779567594071993,4.229620620377054,3.6501925382115874,4.204668368863669,4.617666731771795,mixed
34,35,25,32,5.08,0.97,1.8e-06,0.99,4.25,[86],"[97, 98, 99]",6.0,3.1515835902414184,3.0861310430525806,3.1098669230065163,3.172667148747501,3.1946631581562697,3.2074028717040672,mixed
35,36,18,33,6.95,0.61,5.8e-06,0.99,3.48,[107],"[91, 92, 93]",9.0,6.925350894543463,6.774867711236946,6.876303565569991,6.819007331535496,7.142240673375053,7.064934694651127,mixed
36,37,20,33,2.39,0.61,7e-07,0.99,4.96,[102],"[91, 92, 93]",7.0,4.630643705387861,4.90632429947485,4.637855627288973,4.284641996898422,4.70678039956436,4.803950513003958,mixed
37,38,22,33,1.87,0.61,6.67e-05,0.99,2.32,[96],"[91, 92, 93]",5.0,3.336107504461097,3.3032602450379214,3.3657002561591853,3.3875317863360825,3.321949827686843,3.307886794805253,mixed
38,39,23,33,3.11,0.61,3.21e-05,0.99,2.62,[94],"[91, 92, 93]",4.0,3.50772952292536,3.398603388820724,3.5209178422289025,3.3424566342309685,3.5442704848028264,3.88964921633169,mixed
39,40,25,33,5.08,0.61,7.4e-06,0.99,3.34,[86],"[91, 92, 93]",4.0,3.8332613364092443,3.823902516396073,3.8289460576562,3.8398617178464622,3.8321630944205443,3.8416351976054792,mixed
40,41,26,33,1.21,0.61,7.47e-05,0.99,2.27,[82],"[91, 92, 93]",5.0,4.343839106196726,4.467830815537265,4.224343055898812,4.316209683965411,4.275718563118527,4.4766562786587105,mixed
41,42,27,33,3.46,0.61,5.2e-06,0.98,3.54,[78],"[91, 92, 93]",6.0,5.080453074979011,5.360949344960409,4.7920942197749055,4.982984344776539,5.137068146093217,5.276495951824643,mixed
42,43,23,36,3.11,2.1,4.7e-06,0.99,3.61,[94],"[87, 88, 89]",7.0,6.184960822283054,6.170231341114621,6.198260237895327,6.210794738166047,6.166032679115808,6.180298430417047,mixed
43,44,25,36,5.08,2.1,2.5e-06,0.98,4.0,[86],"[87, 88, 89]",5.0,4.541813659393826,4.540740479805436,4.540805569951472,4.543633966586651,4.541251535540341,4.542641739253223,mixed
44,45,27,36,3.46,2.1,9.1e-06,0.99,3.23,[78],"[87, 88, 89]",7.0,6.2534216680702395,6.427486154923564,6.023370377850271,6.107113475769443,6.312863590816581,6.487343150908103,mixed
45,46,29,36,6.36,2.1,1e-06,0.99,4.68,[76],"[87, 88, 89]",9.0,6.823580723501545,7.719969938655992,7.578764695621515,7.293986647521824,5.729810935046093,7.745254661984449,mixed
46,47,25,37,5.08,3.04,5.2e-06,0.98,3.54,[86],"[79, 80, 81]",6.0,3.430970662228581,3.3789914550838906,3.4179729090852584,3.492037727440919,3.443349073118285,3.4293358872312063,mixed
47,48,26,37,1.21,3.04,1.2e-06,0.98,4.56,[82],"[79, 80, 81]",5.0,3.2216088152264204,3.1611002868878346,3.2314628543794526,3.299458969120926,3.2180353566367828,3.2086570883521763,mixed
48,49,27,37,3.46,3.04,5.47e-05,0.99,2.39,[78],"[79, 80, 81]",4.0,2.717471067614348,2.716612270327344,2.712188467435052,2.725702795829443,2.7162232315426587,2.7167548953340175,mixed
49,50,28,37,5.13,3.04,8.9e-06,0.98,3.24,[77],"[79, 80, 81]",5.0,4.032876826894372,4.245671766824773,4.017590639162906,3.8662282279090303,4.066268608480804,4.031168339683056,mixed
50,51,29,37,6.36,3.04,1.22e-05,0.99,3.07,[76],"[79, 80, 81]",6.0,3.588969860059375,3.514469246245958,3.640374840487972,3.6527775381184284,3.5646253733628224,3.585202871134221,mixed
