,restraint_number,atom_type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,NHCH,21,24,7.61,4.54,4.7549e-05,0.99,2.47,[39],[43],4.0,2.5943337835690605,2.5969655437408035,2.5822532658876467,2.5903511439368425,2.6032998752662024,2.5991680861179085,extracyclic
1,2,NHCH,21,15',7.61,4.51,3.114e-05,0.99,2.65,[39],[34],4.0,3.337111987387296,3.332844755433923,3.3581826637992847,3.297736502434881,3.362524186005103,3.337091349453816,mixed
2,3,NHCH,21,16,7.61,4.88,1.1052e-05,0.99,3.15,[39],[37],3.0,2.9193987060988587,2.919132808656613,2.920472567161811,2.9201576355640384,2.9189396175868074,2.918294772807008,mixed
3,4,NHCH,12,11,7.27,4.69,2.3529e-05,0.99,2.78,[11],[12],3.0,2.76177985571983,2.787238828771944,2.702151450018135,2.7300586435751653,2.812755867866078,2.7875485027345377,macrocycle
4,5,NHCH,12,16,7.27,4.69,2.8539e-05,0.99,2.69,[11],[37],4.0,2.645955483700713,2.6361517336918308,2.6774716959415117,2.618837945729578,2.6570816257000827,2.6428110290517637,macrocycle
5,6,NHCH,12,15'',7.27,4.88,1.0221e-05,0.99,3.19,[11],[35],5.0,2.110906111153007,2.107459013063076,2.1252864334001322,2.158747692994382,2.075416397678758,2.0942120177938364,macrocycle
6,7,CHCH,16,15',4.88,4.51,1.7588e-05,0.95,2.91,[37],[34],3.0,2.5676222169418277,2.57280979932395,2.5580461225308824,2.5867498046863036,2.5562087134456926,2.565136505423385,macrocycle
