,restraint_number,type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,CHCH3,16,23,7.29,1.79,7.17984e-05,0.99,2.47,[35],"[40, 41, 42]",5.0,2.790581857713519,2.791120282566739,2.788209398835126,2.7902831957354683,2.7892886191321935,2.7940323266302194,mixed
1,2,CHCH2,20,9',7.21,4.36,3.22055e-05,0.96,2.83,[33],[31],6.0,2.9455814395730577,2.9435840124735337,2.9501351528448803,2.944717675216949,2.9429240855677397,2.9465860553029004,mixed
2,3,CHCH2,20,9'',7.21,4.45,4.90079e-05,0.98,2.64,[33],[32],6.0,2.858829702771861,2.8590964772084315,2.8590803621151033,2.857125905198648,2.85624284716056,2.862632500272131,mixed
3,4,CHCH3,20,11,7.21,3.13,1.11725e-06,0.97,4.95,[33],"[43, 44, 45]",6.0,4.320257581121427,4.334894575202305,4.313425115479227,4.331679934890259,4.297108924593326,4.324952505823781,mixed
4,5,CHCH2,31,9'',6.86,4.45,3.97831e-05,0.99,2.73,[30],[32],6.0,2.652022814620838,2.6538600863882293,2.655341943484597,2.6508064686785984,2.6514626327019633,2.6486790541180754,macrocycle
5,6,CHCH3,31,11,6.86,3.13,4.74948e-06,0.97,3.89,[30],"[43, 44, 45]",8.0,3.744002188990069,3.742815061523122,3.748222132271832,3.744759610532879,3.73839235523016,3.745873042236224,mixed
6,7,CHCH,31,21,6.86,5.73,0.000145559,0.99,2.2,[30],[36],5.0,2.129925680555387,2.1297171487668307,2.1304030052410083,2.1301376176326925,2.1313381226877657,2.1280421439204877,macrocycle
7,8,CHCH3,21,23,5.73,1.79,7.97246e-05,0.98,2.43,[36],"[40, 41, 42]",3.0,2.5348742375687756,2.535542642090573,2.5354556324184783,2.5335192066076213,2.5356283997732736,2.5342302862546227,mixed
8,9,CHCH3,9',11,4.36,3.13,1.69377e-05,0.98,3.15,[31],"[43, 44, 45]",4.0,2.9699468910944757,2.9710543881322176,2.965034728127825,2.9703534261030584,2.9738215519534643,2.9695184089951905,mixed
