,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
0,1,24,23,7.49,2.87,2.87e-06,0.99,3.9,[65],"[57, 58, 59]",6.0,3.747407688372808,3.7380013598472264,3.7134840953529458,3.715235080427715,3.770696255920061,3.8052993125964636,mixed
1,2,16',21,4.7,1.26,2.156e-05,0.99,2.71,[56],"[51, 52, 53]",5.0,2.651339029960291,2.6237828482192365,2.631654572189397,2.643130336230484,2.6779003230819147,2.6841521057389404,mixed
2,3,7',19,2.01,3.32,1.429e-05,0.99,2.9,[38],"[34, 35, 36]",5.0,2.7438730419512076,2.7535165814508087,2.7394928470101605,2.7343214228324437,2.7347525871883276,2.7578958342905215,extracyclic
3,4,10',20,1.52,2.94,1.391e-05,0.99,2.92,[44],"[48, 49, 47]",5.0,2.8099112325888687,2.827471202377546,2.78782003817603,2.7877109011661023,2.8031493365903652,2.846717872206315,mixed
4,5,6,7',3.51,2.01,3.089e-05,0.94,2.55,[37],[38],3.0,2.5322673903629065,2.5375043957673604,2.5305227396887076,2.5310924536427084,2.526556803927421,2.535766590673661,extracyclic
5,6,7',8'',2.01,1.23,5.525e-05,0.99,2.32,[38],[41],3.0,2.506262331344103,2.5114609572946556,2.5054592563466063,2.5033571475562018,2.4983413527316687,2.5128925228521726,extracyclic
6,7,7'',8'',1.7,1.23,3.11e-05,0.97,2.55,[39],[41],3.0,2.4401343083428753,2.4397054572511263,2.438757059013516,2.4380345617760346,2.4432972462060505,2.440901688610423,extracyclic
7,8,10'',11',2.17,3.16,2.379e-05,0.96,2.67,[43],[46],3.0,2.5040914773395446,2.4970987567264626,2.4609825778801264,2.4727756446216937,2.539289162768882,2.560361226283556,macrocycle
8,9,10',11',1.52,3.16,1.732e-05,0.96,2.81,[44],[46],3.0,2.7318440553109973,2.7310957094497477,2.6600869766461144,2.675718377469129,2.7976175260595304,2.8205265358460645,macrocycle
