,restraint_number,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
31,32,21,32,3.82,0.97,8.3e-06,0.99,3.28,[100],"[97, 98, 99]",4.0,3.6698368322108097,3.6023062741834178,3.602925398056027,3.7180517382017624,3.7644488524371345,3.6807471108195235,mixed
32,33,23,32,3.11,0.97,3.3e-05,0.99,2.61,[94],"[97, 98, 99]",4.0,2.6737753145871723,2.7066803456765713,2.6611815029434855,2.654705575790224,2.673123555237459,2.6752565601322758,mixed
33,34,24,32,1.39,0.97,2e-06,0.99,4.14,[90],"[97, 98, 99]",5.0,4.339416318828901,4.426969579185579,4.38218316348981,4.06964614248272,4.411124012664417,4.509507817889325,mixed
34,35,25,32,5.08,0.97,1.8e-06,0.99,4.25,[86],"[97, 98, 99]",6.0,4.12462816690447,3.8461276159669127,4.165661641322127,3.828289693516531,4.568917671917357,4.7455887490723985,mixed
35,36,18,33,6.95,0.61,5.8e-06,0.99,3.48,[107],"[91, 92, 93]",9.0,3.2498077227744258,3.090482820561183,3.2463744691157532,3.4480284129520964,3.3387737591941336,3.2033683812481333,mixed
36,37,20,33,2.39,0.61,7e-07,0.99,4.96,[102],"[91, 92, 93]",7.0,3.0138405937596975,3.16025342279544,3.1786393896476555,3.0819164350977264,2.842076695837841,2.9137894034401595,mixed
37,38,22,33,1.87,0.61,6.67e-05,0.99,2.32,[96],"[91, 92, 93]",5.0,2.5925739295211474,2.568133118519484,2.5969691699138346,2.676567017657598,2.5808742537465084,2.5523963599706474,mixed
38,39,23,33,3.11,0.61,3.21e-05,0.99,2.62,[94],"[91, 92, 93]",4.0,3.016458640128054,2.894862392728132,3.009822013166366,3.1155648903483306,3.0969690486508217,3.0020360039168272,mixed
39,40,25,33,5.08,0.61,7.4e-06,0.99,3.34,[86],"[91, 92, 93]",4.0,3.807798394824941,3.9129519452225208,3.908626895959699,3.572850684309115,3.8341888035487797,3.8963771285926567,mixed
40,41,26,33,1.21,0.61,7.47e-05,0.99,2.27,[82],"[91, 92, 93]",5.0,2.676936289029708,2.607681523711005,2.6874288763189536,2.8362196780869295,2.655583277445455,2.636063557996675,mixed
41,42,27,33,3.46,0.61,5.2e-06,0.98,3.54,[78],"[91, 92, 93]",6.0,4.553349278337416,4.702700783393444,4.593249756698533,4.507599103903443,4.453173207513036,4.5370187918880065,mixed
42,43,23,36,3.11,2.1,4.7e-06,0.99,3.61,[94],"[87, 88, 89]",7.0,3.883382268534418,3.814098593172297,3.8983659503924795,4.073678341122898,3.866112764070346,3.804409677062793,mixed
43,44,25,36,5.08,2.1,2.5e-06,0.98,4.0,[86],"[87, 88, 89]",5.0,4.478680861165453,4.485518866629698,4.478273886800506,4.472437305414727,4.477198409997004,4.480046110505016,mixed
44,45,27,36,3.46,2.1,9.1e-06,0.99,3.23,[78],"[87, 88, 89]",7.0,3.8250094592418904,3.7855707538223053,3.8253334364987683,4.024012591919108,3.785317884203809,3.7456050984694227,mixed
45,46,29,36,6.36,2.1,1e-06,0.99,4.68,[76],"[87, 88, 89]",9.0,4.652278875726487,4.208129695083384,4.686416494174581,5.069662231858732,4.947063799467458,4.710408384373379,mixed
46,47,25,37,5.08,3.04,5.2e-06,0.98,3.54,[86],"[79, 80, 81]",6.0,3.657442738840051,3.5307635837136715,3.632252080518045,3.827390803021083,3.7605501150656706,3.5920599234013513,mixed
47,48,26,37,1.21,3.04,1.2e-06,0.98,4.56,[82],"[79, 80, 81]",5.0,4.5986814842818,4.737068151805776,4.712612903851242,4.683727711217665,4.314103861890636,4.649187873172327,mixed
48,49,27,37,3.46,3.04,5.47e-05,0.99,2.39,[78],"[79, 80, 81]",4.0,2.636748370226628,2.6389393253549946,2.6352338887928055,2.6340196299966276,2.635810881189091,2.6397706997539245,mixed
49,50,28,37,5.13,3.04,8.9e-06,0.98,3.24,[77],"[79, 80, 81]",5.0,3.4089944994857753,3.4341215429032115,3.449012680806381,3.4048747093238427,3.3948932717886575,3.3664462795511882,mixed
50,51,29,37,6.36,3.04,1.22e-05,0.99,3.07,[76],"[79, 80, 81]",6.0,3.9620377834917484,3.997333742811295,3.8390112936945924,3.945331649829427,3.922623968836164,4.15114673139426,mixed
