,restraint_number,atom_type,proton_a,proton_b,delta_a,delta_b,sigma,r2,distance_ab,index_a,index_b,top_distance,computed_distance,distance_split_0,distance_split_1,distance_split_2,distance_split_3,distance_split_4,ring_classification
23,24,CH2CH2,25',21'',3.21,1.36,2.879e-05,0.97,2.68,[54],[77],8.0,2.4174361243221756,2.8472535821849383,2.4467481669373967,2.335235690662181,2.351612062682224,2.3186880823918945,macrocycle
23,24,CH2CH2,25',21'',3.21,1.36,2.879e-05,0.97,2.68,[54],[78],8.0,4.010521429726321,4.405613873293113,4.048687574950157,3.9221987705452808,3.9245525505117667,3.888125803076586,macrocycle
24,25,CH2CH2,25'',20'',3.21,1.66,5.752e-05,0.99,2.39,[55],[80],9.0,2.808297912462882,3.3200794258383706,2.8457153306929017,2.7033692753169536,2.735961450173878,2.693727191704251,macrocycle
25,26,CH2CH2,20'',21'',1.66,1.36,6.459e-05,0.99,2.34,[80],[77],3.0,2.556286972185383,2.5335343009531845,2.5755333396025955,2.5757015496629427,2.5401149037526882,2.5586515458276797,macrocycle
25,26,CH2CH2,20'',21'',1.66,1.36,6.459e-05,0.99,2.34,[80],[78],3.0,2.9935909798985643,2.952411790530605,2.945026676387666,3.0114817279467627,3.031736214227126,3.036305236807774,macrocycle
26,27,CH2CH3,29'',33,3.57,2.65,7.15e-06,0.98,3.38,[73],"[64, 65, 63]",7.0,3.527990851399175,3.6641305414901066,3.4557932902362825,3.374839067497536,3.609675999669912,3.5942590074685428,mixed
27,28,CH2CH3,25',30,3.21,0.52,1.086e-05,0.96,3.15,[54],"[57, 58, 59]",4.0,3.0472780901210954,3.410566707801313,3.0987394740076244,2.9685879835521476,2.9662886160729567,2.939388583304928,mixed
28,29,CH3CH,33,26,2.65,1.88,5.19e-06,0.99,3.56,"[64, 65, 63]",[56],6.0,3.4115122733854726,3.068489698099734,3.2844011969950015,3.604328299362031,3.714733751703665,3.7844745217079274,mixed
29,30,CH2CH3,21'',30,1.36,0.52,2.18e-06,0.99,4.12,[77],"[57, 58, 59]",8.0,3.6527943973644463,4.066805255372898,3.7564046410634386,3.5991694086397317,3.5351451140817507,3.4878147170190195,mixed
29,30,CH2CH3,21'',30,1.36,0.52,2.18e-06,0.99,4.12,[78],"[57, 58, 59]",8.0,3.8154816017804523,3.0284947661677357,4.438562649563127,5.329965844814474,4.750952722811281,5.011371882038129,mixed
30,31,CH2CH3,31'',33,2.91,2.65,3.17e-05,0.97,2.64,[61],"[64, 65, 63]",4.0,3.1679539774812318,2.7903610322624233,3.068038095246097,3.4312914759888185,3.460459695735455,3.6345312048635185,extracyclic
31,32,CH2CH3,31'',30,2.91,0.52,5.861e-05,0.99,2.38,[61],"[57, 58, 59]",5.0,2.818575368938121,3.2616103652632615,2.809022660594493,2.760666559836355,2.7412748836925047,2.7161378392760334,mixed
32,33,CH2CH3,31',30,2.76,0.52,3.922e-05,0.99,2.54,[62],"[57, 58, 59]",5.0,3.4135173035638418,3.4970974329250986,3.2761894886579217,3.247636753070871,3.6476762452808003,3.517138413720171,mixed
