4';89;
4';90;
4'';89;
4'';90;
6;87,88;
9;86;
11;91;
12;92;
15;85;
18;81;
19;82,83,84;  #special
20';79;
20'';80;
21';77;
21';78;
21'';77;
21'';78;
22';75;
22';76;
22'';75;
22'';76;
29';74;
29'';73;
44;50;
45';51;
45';52;
45'';51;
45'';52;
45-OH;53;
47;47,48,49;  #special
25';54;
25'';55;
26;56;
30;57,58,59;  #special
27;60;
31';62;
31'';61;
33;63,64,65;  #special
42/38;66,72;  #special
41/39;67,71;  #special
43;68,69,70;  #special
