1';60;
10;85;
10Me;86,87,88;
11;89;
12Me;90,91,92;
13;93;
15;100,101,102;
18;105,106;
19;107,108;
19a;107,108;
19b;107,108;
2;94;
20;109,110;
21;112;
25;116;
17;103,104;
17;103;
17;104;
5';61;
4;58;
4'ax;62,63;  # 63 in frame 0
4'eq;62,63;  # 62 in frame 0
4Me;120,121,122;
5;59;
6Me;79,80,81;
6OMe;76,77,78;
7a;82;
7b;83;
7a;83;
7b;82;
8;84;
8Me;117,118,119;
